"miembros","MOVILIDAD","DECOMISO","SECUESTRO","GENERO","EDADES","FALLECIDOS","OCUPA","TIENE_OS","COND_OCUP","CANT_BANCOS","MONTO_BANCOS","CALIF_BCRA","CompromisosMensuales","NSE_AGRUP"
"2","Motocicleta(s)",NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Lancha(s)",NA,NA,"Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,NA,"Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Caballo(s)/Bicicleta(s)","Ornamentales(s) y Otro(s)","Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Automoviles",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)","Mamifero(s), Ave(s), y Otro(s)","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)",NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,"Agropecuario","Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"$73.334$143.107"
"2","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Canoa(s)","Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)","Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Canoa(s)",NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)","Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","49 - 62 años",NA,"Servicios varios","No",NA,NA,NA,NA,NA,"$23.153/$36.166"
"1",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Lancha(s)",NA,NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)","Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,"Agropecuario","Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"<=$23.152"
"1",NA,"Mamifero(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,"Agropecuario","Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"<=$23.152"
"2","Lancha(s)","Peces",NA,"Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Peces","Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Canoa(s)",NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"1",NA,"Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"1",NA,"Mamifero(s)",NA,"Masculino","35 - 48 años",NA,"Servicios varios","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"5",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Mamifero(s), Ave(s), y Otro(s)",NA,"Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca y Otros","Masculino","<= 20 años",NA,NA,"No",NA,"1",3,"1",4,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,NA,"Masculino","63 + años",NA,NA,"No",NA,"1",47,"1",109,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"5",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,"Forestal","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"2",NA,"Mamifero(s)","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,"1",33,"1",58,"$23.153/$36.166"
"2","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"$23.153/$36.166"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,"Servicios varios","Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"4",NA,NA,"Arma(s) blancas y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Camion(es)/Maquin(as)","Madera(s)","Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"$23.153/$36.166"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,"1",90,"1",133,"<=$23.152"
"3",NA,NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia","3",82,"2",122,"$73.334$143.107"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,"Servicios varios","No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Mamifero(s)",NA,"Masculino","21 - 34 años",NA,NA,"No",NA,"1",8,"1",25,"<=$23.152"
"2",NA,"Mamifero(s)","Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"3",NA,"Peces","Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Caballo(s)/Bicicleta(s)","Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Mamifero(s)",NA,"Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Caballo(s)/Bicicleta(s)",NA,NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Mamifero(s)","Arma(s) blancas y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Automoviles","Mamifero(s)",NA,"Femenino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","49 - 62 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"1",NA,NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Mamifero(s)",NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4","Canoa(s)","Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Mamifero(s)","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)",NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4","Automoviles","Mamifero(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Mamifero(s), Ave(s), y Otro(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Motocicleta(s) y Otro(s)","Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"Si","Beneficiarios de Seguro de Desempleo Ley 24 013",NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces",NA,"Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Mamifero(s), Ave(s), y Otro(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Mamifero(s), Ave(s), y Otro(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Mamifero(s)","Arma(s) de fuego","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Ornamentales(s) y Otro(s)",NA,"Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)","Mamifero(s), Ave(s), y Otro(s)","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"1","Canoa(s)",NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Caballo(s)/Bicicleta(s)","Mamifero(s)","Arma(s) de fuego y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Madera(s)",NA,"Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)",NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,NA,"Masculino","21 - 34 años",NA,"Construcción","No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,"4",100,"5",154,"$51.235/$73.333"
"1",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"$51.235/$73.333"
"2","Lancha(s)","Peces",NA,"Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"5",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia","1",4,"1",19,"$36.167/$51.234"
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Peces","Arma(s) de fuego y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Canoa(s)",NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Equip.de pesca y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2","Camioneta(s)","Madera(s)",NA,"Masculino","21 - 34 años",NA,"Transporte","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"4",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) blancas y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Mamifero(s)","Arma(s) de fuego","Masculino",NA,NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Mamifero(s)","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$36.167/$51.234"
"4",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,"Servicios varios","Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Mamifero(s)","Equip.de pesca y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,"Construcción","Si","Relacion de Dependencia",NA,NA,NA,NA,"$51.235/$73.333"
"2",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,"Comercio","Si","Relacion de Dependencia",NA,NA,NA,1,"$23.153/$36.166"
"2",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,"Construcción","Si","Relacion de Dependencia",NA,NA,NA,NA,"$36.167/$51.234"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Camioneta(s)","Madera(s)","Arma(s) blancas y Otros","Masculino","35 - 48 años",NA,"Servicios varios","No",NA,"1",13,"1",13,"$36.167/$51.234"
"2","Camioneta(s)","Madera(s)",NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Camion(es)/Maquin(as)","Madera(s)",NA,"Masculino","49 - 62 años",NA,"Agropecuario","No",NA,"2",30,"5",55,"<=$23.152"
"2",NA,NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,"1",17,"2",17,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,"Agropecuario","Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Femenino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Femenino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia","1",10,"5",11,"$36.167/$51.234"
"1",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,9,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Mamifero(s), Ave(s), y Otro(s)",NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,6,"$36.167/$51.234"
"1",NA,NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,"2",78,"5",95,"<=$23.152"
